Snapshot_data,Place,Country,Sunrise_time,Sunset_time,temp_C,feels_like_C,temp_min_C,temp_max_C,pressure,humidity,wind_speed,wind_deg,clouds,weather
2025-03-26 13:24:39,Bright Hill Crescent,SG,2025-03-26 07:06:50,2025-03-26 19:13:54,27.55,31.26,27.55,27.55,1006,82,3.6,30,75,broken clouds
